Parameter,Date,Value,Ticker,Company,Type,Finacial Type,Created Date
Income From Continuous Operations,2013-12-31,1500.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Continuous Operations,2012-12-31,53.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Continuous Operations,2011-12-31,1000.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Continuous Operations,2010-12-31,606.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Continuous Operations,2009-12-31,229.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Continuous Operations,2008-12-31,-56.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Continuous Operations,2007-12-31,-138.00000,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2019-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2018-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2017-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2016-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2015-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2014-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2013-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2012-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2011-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2010-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2009-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2008-12-31,,FB,facebook,financial-ration,Q,05-29-20
Income From Discontinued Operations,2007-12-31,,FB,facebook,financial-ration,Q,05-29-20
Net Income,2019-12-31,18485.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2018-12-31,22111.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2017-12-31,15920.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2016-12-31,10188.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2015-12-31,3669.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2014-12-31,2925.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2013-12-31,1491.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2012-12-31,32.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2011-12-31,668.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2010-12-31,372.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2009-12-31,122.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2008-12-31,-56.00000,FB,facebook,financial-ration,Q,05-29-20
Net Income,2007-12-31,-138.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2019-12-31,29727.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2018-12-31,29228.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2017-12-31,23228.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2016-12-31,14769.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2015-12-31,8170.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2014-12-31,6237.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2013-12-31,3815.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2012-12-31,1187.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2011-12-31,2079.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2010-12-31,1171.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2009-12-31,340.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2008-12-31,-55.00000,FB,facebook,financial-ration,Q,05-29-20
EBITDA,2007-12-31,-124.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2019-12-31,23986.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2018-12-31,24913.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2017-12-31,20203.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2016-12-31,12427.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2015-12-31,6225.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2014-12-31,4994.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2013-12-31,2804.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2012-12-31,538.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2011-12-31,1756.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2010-12-31,1032.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2009-12-31,262.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2008-12-31,-55.00000,FB,facebook,financial-ration,Q,05-29-20
EBIT,2007-12-31,-124.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2019-12-31,2854.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2018-12-31,2890.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2017-12-31,2901.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2016-12-31,2863.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2015-12-31,2803.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2014-12-31,2614.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2013-12-31,2420.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2012-12-31,2006.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2011-12-31,1294.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2010-12-31,1107.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2009-12-31,1020.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2008-12-31,933.00000,FB,facebook,financial-ration,Q,05-29-20
Basic Shares Outstanding,2007-12-31,862.50000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2019-12-31,2876.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2018-12-31,2921.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2017-12-31,2956.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2016-12-31,2925.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2015-12-31,2853.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2014-12-31,2664.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2013-12-31,2517.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2012-12-31,2166.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2011-12-31,1508.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2010-12-31,1414.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2009-12-31,2732.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2008-12-31,933.00000,FB,facebook,financial-ration,Q,05-29-20
Shares Outstanding,2007-12-31,862.50000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2019-12-31,6.48000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2018-12-31,7.65000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2017-12-31,5.49000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2016-12-31,3.56000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2015-12-31,1.31000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2014-12-31,1.12000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2013-12-31,0.62000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2012-12-31,0.02000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2011-12-31,0.52000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2010-12-31,0.34000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2009-12-31,0.12000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2008-12-31,-0.06000,FB,facebook,financial-ration,Q,05-29-20
Basic EPS,2007-12-31,-0.16000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2019-12-31,6.43000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2018-12-31,7.57000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2017-12-31,5.39000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2016-12-31,3.49000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2015-12-31,1.29000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2014-12-31,1.10000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2013-12-31,0.60000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2012-12-31,0.01000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2011-12-31,0.46000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2010-12-31,0.28000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2009-12-31,0.10000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2008-12-31,-0.06000,FB,facebook,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2007-12-31,-0.16000,FB,facebook,financial-ration,Q,05-29-20
